"","Ids","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"771",771,85,4,63.9046666666667,7252,2,1.122,1,4,1,2,1,19,3,3,1,7,5,5,1982,1982,4,2,14,15,3,0,4,5,2,3,4,1,3,685,6,0,173,858,2,5,2,5,858,0,0,858,1,0,1,0,2,1,4,5,7,0,4.492,6,1983,3,2,576,5,5,3,120,0,0,0,0,0,2.223,2.859,2.886,0,4,2009,9,5,134900
"772",772,20,4,67,8877,2,1.174,4,4,1,5,1,8,3,3,1,3,4,5,1951,1951,2,2,14,15,3,0,4,5,2,2,1,4,4,836,6,0,0,836,2,5,2,2,1220,0,0,1220,0,0,1,0,2,1,4,6,7,0,4.175,6,1951,3,2,396,5,5,3,0,0,0,0,0,0,2.28,2.777,2.916,0,4,2006,1,5,102000
"773",773,80,4,94,7819,2,1.207,4,4,1,5,1,8,3,3,1,8,6,5,1976,1976,2,2,10,11,3,0,4,5,2,4,4,1,1,422,2,127,480,1029,2,5,2,5,1117,0,0,1117,1,0,1,0,3,1,4,6,7,1,5,6,1976,3,2,672,5,5,3,144,0,0,0,0,0,2.38,3,2.913,0,3,2010,9,1,107000
"774",774,20,4,70,10150,2,1.257,4,4,1,5,1,13,2,3,1,3,5,5,1958,1958,2,2,14,15,3,1,4,5,2,4,4,4,5,456,6,0,456,912,2,1,2,1,912,0,0,912,0,0,1,0,2,1,4,5,7,0,4.239,2,1958,2,1,275,5,5,3,0,0,0,0,0,0,2.331,2.956,2.936,0,7,2007,1,5,114500
"775",775,20,4,110,14226,2,1.82,4,4,1,1,1,16,3,3,1,3,8,5,2006,2006,4,2,13,14,2,375,3,5,3,3,4,1,6,0,6,0,1935,1935,2,3,2,5,1973,0,0,1973,0,0,2,0,3,1,3,9,7,1,3,2,2006,1,3,895,5,5,3,315,45,0,0,0,0,2.255,2.008,2.862,0,7,2007,7,6,395000
"776",776,120,5,32,4500,2,1.816,4,4,1,3,1,12,3,3,5,3,6,5,1998,1998,4,2,13,14,2,320,4,5,3,1,4,4,3,866,6,0,338,1204,2,1,2,5,1204,0,0,1204,1,0,2,0,2,1,4,5,7,0,3.5471,2,1998,1,2,412,5,5,3,0,247,0,0,0,0,2.366,1.762,2.768,0,6,2009,9,5,162000
"777",777,20,4,86,11210,2,1.868,1,4,1,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,2,240,3,5,3,3,4,1,3,20,6,0,1594,1614,2,1,2,5,1614,0,0,1614,0,0,2,0,3,1,3,7,7,0,3.068,2,2005,2,3,865,5,5,3,144,59,0,0,0,0,2.304,1.851,2.894,0,7,2006,7,6,221500
"778",778,20,4,100,13350,2,1.185,1,4,1,5,1,19,3,3,1,3,5,5,1974,1974,4,2,7,11,3,0,4,5,2,4,4,4,1,762,6,0,102,864,2,5,2,5,894,0,0,894,1,0,1,0,3,1,4,5,7,1,2,2,1974,3,2,440,5,5,3,241,0,0,0,0,0,2.309,3,2.811,0,6,2006,9,5,142500
"779",779,90,3,60,8400,2,1.713,4,4,1,5,1,20,2,3,3,3,5,5,1977,1977,2,2,10,11,2,320,4,5,4,3.35416666666667,3.657,3.32466666666667,4.857,0,5.648,0,0,0,2,5,2,5,2020,0,0,2020,0,0,2,0,4,2,4,10,7,2,5,6,1977,3,2,630,5,5,3,0,0,0,0,0,0,2.228,1.772,2.802,0,10,2007,9,5,144000
"780",780,90,4,78,10530,2,1.144,4,4,1,5,1,12,3,3,3,7,6,5,1977,1977,2,2,10,8,2,90,4,5,2,3,4,2,3,975,6,0,0,975,2,5,2,5,1004,0,0,1004,1,0,1,0,2,1,4,4,7,0,4.55583333333333,2,1977,3,2,504,5,5,3,0,0,0,0,0,0,2.301,2.7505,2.9,0,5,2006,9,5,135000
"781",781,20,4,63,7875,2,1.806,4,4,1,5,1,9,3,3,1,3,7,5,1995,1996,2,2,7,7,2,38,4,5,3,3,2,4,6,0,6,0,1237,1237,2,3,2,5,1253,0,0,1253,0,0,2,0,3,1,4,6,7,1,5,2,1995,1,2,402,5,5,3,220,21,0,0,0,0,2.419,1.567,2.904,0,6,2007,9,5,176000
"782",782,60,4,65,7153,2,1.819,4,4,1,5,1,20,3,3,1,6,6,5,1992,1992,2,2,13,14,3,0,3,3,3,3,4,4,1,387,6,0,374,761,2,1,2,5,810,793,0,1603,0,0,2,1,3,1,3,7,7,0,4.837,2,1992,2,2,484,5,5,3,0,124,0,0,0,0,2.173,1.926,2.908,0,7,2006,9,5,175900
"783",783,20,4,67,16285,2,1.876,2,4,1,5,1,6,3,3,1,3,7,5,2001,2002,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,1413,1413,2,1,2,5,1430,0,0,1430,0,0,2,0,3,1,3,6,7,0,4.57333333333333,2,2001,2,2,605,5,5,3,0,33,0,0,0,0,2.296,1.602,2.946,0,6,2009,9,5,187100
"784",784,85,4,78.4868333333333,9101,2,1.344,1,4,1,1,1,12,3,3,1,7,5,6,1978,1978,2,2,10,11,2,104,4,3,3,3,4,1,3,1097,6,0,0,1097,2,1,2,5,1110,0,0,1110,1,0,1,0,1,1,3,4,7,1,5,2,1978,1,2,602,5,5,3,303,30,0,0,0,0,2.365,2.665,2.903,0,7,2009,9,5,165500
"785",785,75,5,35,6300,2,1,4,4,1,5,1,18,3,3,1,5,6,6,1914,2001,2,2,14,16,3,0,4,5,2,4,4,4,6,0,6,0,742,742,2,1,2,5,742,742,0,1484,0,0,2,0,3,1,4,9,7,1,3,5.452,1934.99333333333,2.88,0,0,3.592,4.126,3,0,291,134,0,0,0,2.381,2.61,2.785,0,6,2008,9,5,128000
"786",786,20,4,78.1982,9790,2,1.333,4,4,1,5,1,17,2,3,1,3,6,5,1967,1967,2,2,4,15,3,0,4,5,2,4,4,4,5,251,4,630,491,1372,2,5,2,5,1342,0,0,1342,0,0,2,0,3,1,4,7,7,1,3,2,1967,3,2,457,5,5,3,0,0,0,0,197,0,2.309,2.744,2.925,0,9,2009,9,5,161500
"787",787,50,5,60,10800,2,1.127,4,4,1,5,1,18,1,3,1,1,5,6,1915,1950,2,2,9,9,3,0,4,3,3,2,4,4,4,686,6,0,0,686,2,5,2,5,966,686,0,1652,1,0,2,0,4,1,4,7,7,0,4.216,6,1961,3,1,416,5,5,3,0,0,196,0,0,0,2.163,2.605,3,1200,6,2010,9,5,139000
"788",788,60,4,76,10142,2,1.889,1,4,1,5,1,20,3,3,1,6,7,5,2004,2004,2,2,13,14,3,0,3,5,3,3,4,4,3,656,6,0,300,956,2,1,2,5,956,1128,0,2084,1,0,2,1,4,1,3,8,7,0,3.136,4,2004,2,2,618,5,5,3,0,45,0,0,0,0,2.093,1.59483333333333,2.876,0,1,2010,9,5,233000
"789",789,20,5,50,6000,2,1.193,4,4,1,1,1,18,3,3,1,3,4,7,1954,2000,2,2,9,9,3,0,4,5,2,4,4,4,6,0,6,0,901,901,2,1,2,5,901,0,0,901,0,0,1,0,2,1,4,4,7,0,3.12066666666667,6,1954,3,1,281,2,5,3,0,0,0,0,0,0,2.368,2.8666,2.778,0,8,2008,9,5,107900
"790",790,60,4,81.3447,12205,2,1.748,1,3,1,5,1,5,3,3,1,6,6,8,1966,2007,2,2,7,7,2,157,4,5,2,4,1,2,4,568,6,0,264,832,2,3,2,5,976,1111,0,2087,0,0,2,1,5,1,3,9,7,0,3.372,2,1966,1,2,444,5,5,3,133,168,0,0,0,0,2.343,1.6,2.822,0,7,2007,9,5,187500
"791",791,120,4,43,3182,2,1.876,4,4,1,5,1,1,3,3,5,3,7,5,2005,2006,2,2,13,14,2,11,3,5,3,3,4,4,3,16,6,0,1129,1145,2,1,2,5,1145,0,0,1145,0,0,2,0,2,1,3,5,7,1,3,2,2005,1,2,397,5,5,3,100,16,0,0,0,0,2.462,1.619,2.758,0,9,2009,9,5,160200
"792",792,80,4,85.327,11333,2,1.382,1,4,1,1,1,12,3,3,1,8,6,5,1976,1976,2,2,7,7,3,0,4,5,3,3,4,1,1,539,6,0,490,1029,2,5,2,5,1062,0,0,1062,1,0,1,0,3,1,4,5,7,2,5,2,1976,2,2,539,5,5,3,120,0,0,0,0,0,2.427,2.671,2.879,0,5,2007,9,5,146800
"793",793,60,4,92,9920,2,1.758,1,4,1,2,1,14,3,3,1,6,7,5,1996,1997,2,2,9,9,3,0,3,5,3,3,4,1,3,862,6,0,255,1117,2,1,2,5,1127,886,0,2013,1,0,2,1,3,1,4,8,7,1,5,2,1997,3,2,455,5,5,3,180,130,0,0,0,0,2.121,1.42,2.967,0,6,2007,9,5,269790
"794",794,20,4,76,9158,2,1.913,4,4,1,5,1,21,3,3,1,3,8,5,2007,2007,2,2,6,6,4,140,3,5,3,3,4,1,6,0,6,0,1496,1496,2,1,2,5,1496,0,0,1496,0,0,2,0,3,1,3,7,7,0,3.033,2,2007,1,2,474,5,5,3,168,130,0,0,0,0,2.304,1.761,2.888,0,6,2007,7,6,225000
"795",795,60,4,84.4921333333333,10832,2,1.759,1,4,1,1,1,9,3,3,1,6,7,5,1994,1996,2,2,9,9,3,0,3,5,3,3,4,4,6,0,6,0,712,712,2,1,2,5,1086,809,0,1895,0,0,2,1,3,1,3,7,7,1,5,2,1994,1,2,409,5,5,3,143,46,0,0,0,0,2.352,1.571,3,500,10,2008,9,5,194500
"796",796,60,4,70,8400,2,1.345,4,4,1,5,1,20,3,3,1,6,6,6,1980,1981,2,2,7,7,2,130,4,5,2,3,4,4,6,0,6,0,650,650,2,5,2,5,888,676,0,1564,0,0,2,1,3,1,4,7,7,1,5,2,1980,3,2,476,5,5,3,0,50,0,0,204,0,2.346,3,2.922,0,4,2010,9,5,171000
"797",797,20,4,71,8197,2,1.363,4,4,1,5,1,19,3,3,1,3,6,5,1977,1977,2,2,10,11,2,148,4,5,2,4,4,4,6,0,6,0,660,660,2,1,2,5,1285,0,0,1285,0,0,1,1,3,1,4,7,7,1,5,2,1977,2,2,528,5,5,3,138,0,0,0,0,0,2.317,3,2.946,0,4,2007,9,5,143500
"798",798,20,4,57,7677,2,1.127,4,4,1,5,1,13,3,3,1,3,5,5,1953,1953,2,2,13,14,3,0,4,5,2,4,4,4,2,570,6,0,203,773,2,3,2,5,773,0,0,773,0,0,1,0,2,1,4,4,7,0,3.453,2,1953,3,1,240,5,5,3,0,0,0,0,0,0,2.206,2.88666666666667,2.776,0,4,2008,9,1,110000
"799",799,60,4,104,13518,2,1.812,4,4,1,5,1,16,3,3,1,6,9,5,2008,2009,4,2,13,14,4,860,1,5,3,1,4,4,6,0,6,0,1926,1926,2,1,2,5,1966,1174,0,3140,0,0,3,1,4,1,1,11,7,2,3,4,2009,1,3,820,5,5,3,144,78,0,0,0,0,2.014,1.956,2.987,0,7,2009,7,6,485000
"800",800,50,4,60,7200,2,1.267,4,4,1,1,1,23,2,3,1,1,5,7,1937,1950,2,2,14,15,2,252,4,5,1,3,4,4,1,569,6,0,162,731,2,1,2,5,981,787,0,1768,1,0,1,1,3,1,3,7,7,2,5,6,1939,3,1,240,5,5,3,0,0,264,0,0,0,2.145,3,2.863,0,6,2007,9,5,175000
"801",801,60,4,79,12798,2,1.761,1,2,1,5,2,5,2,3,1,6,6,5,1997,1997,2,2,13,14,3,0,4,5,3,3,4,2,3,462,6,0,154,616,2,3,2,5,616,1072,0,1688,1,0,2,1,4,1,3,8,7,0,4.762,2,1997,2,2,603,5,5,3,403,114,185,0,0,0,2.255,1.76483333333333,3,400,5,2008,9,5,2e+05
"802",802,30,5,40,4800,2,1.199,4,4,1,5,1,10,3,3,1,3,4,7,1916,1990,2,2,9,9,3,0,4,5,2,4,4,4,4,197,6,0,999,1196,2,1,2,1,1196,0,0,1196,1,0,1,0,2,1,4,5,7,0,3.815,6,1957,3,2,440,5,5,3,0,0,0,0,0,0,2.391,2.746,2.909,0,7,2007,9,5,109900
"803",803,60,4,63,8199,2,1.78,4,4,1,5,1,6,3,3,1,6,7,5,2005,2005,2,2,15,16,3,0,3,5,3,3,4,1,3,648,6,0,80,728,2,1,2,5,728,728,0,1456,1,0,2,1,3,1,3,7,7,1,3,2,2005,1,2,410,5,5,3,36,18,0,0,0,0,2.317,1.95383333333333,2.839,0,10,2008,9,5,189000
"804",804,60,4,107,13891,2,1.817,4,4,1,5,1,16,3,3,1,6,9,5,2008,2009,4,2,13,14,4,424,1,5,3,1,4,2,6,0,6,0,1734,1734,2,1,2,5,1734,1088,0,2822,0,0,3,1,4,1,1,12,7,1,3,4,2009,2,3,1020,5,5,3,52,170,0,0,192,0,2.143,1.95,2.917,0,1,2009,7,6,582933
"805",805,20,4,75,9000,2,1.393,4,4,1,5,1,13,3,3,1,3,5,5,1954,1954,2,2,14,15,3,0,4,5,2,4,4,4,4,812,6,0,124,936,2,5,2,5,1128,0,0,1128,0,0,1,0,2,1,4,5,3,0,4.395,2,1954,3,1,286,5,5,3,0,0,0,0,0,0,2.248,2,2.935,0,6,2006,9,4,118000
"806",806,20,4,91,12274,2,1.899,1,4,1,3,1,21,3,3,1,3,7,5,2008,2008,2,2,13,14,4,256,3,5,3,3,4,4,6,0,6,0,1417,1417,2,1,2,5,1428,0,0,1428,0,0,2,0,3,1,1,6,7,0,3.03051724137931,2,2008,2,2,554,5,5,3,0,60,0,0,0,0,2.232,1.652,2.878,0,7,2008,7,6,227680
"807",807,80,4,75,9750,2,1.24,4,4,1,5,1,13,3,3,1,8,5,5,1967,1967,2,2,13,14,3,0,4,5,3,4,4,1,1,400,5,480,100,980,2,3,2,5,980,0,0,980,0,0,2,0,3,1,4,6,7,0,4.058,2,1967,1,1,384,5,5,3,68,0,0,0,0,0,2.268,2.809,3.004,0,10,2006,9,5,135500
"808",808,70,4,144,21384,2,1.698,4,4,1,5,1,4,3,3,1,6,5,6,1923,2004,2,2,14,15,3,0,4,5,2,4,4,2,3,1309,6,0,15,1324,2,1,2,5,1072,504,0,1576,2,0,1,1,3,1,3,6,7,1,5,2,1923,2,2,528,5,5,3,0,312,0,0,0,0,2.231,1.838,2.905,0,5,2009,9,5,223500
"809",809,80,4,85,13400,2,1.567,4,4,1,5,1,13,3,3,1,8,5,5,1966,1966,2,2,13,14,2,1047,4,5,2,4,4,1,1,516,2,128,380,1024,2,5,2,5,1086,0,0,1086,1,0,1,0,3,1,4,6,7,1,3,2,1966,2,2,484,5,5,3,0,0,0,0,0,0,2.334,2,2.881,0,6,2006,9,5,159950
"810",810,75,5,90,8100,2,1.149,4,4,1,1,1,18,3,3,1,5,5,5,1898,1965,4,2,1,1,3,0,4,5,3,4,4,4,6,0,6,0,849,849,2,5,1,1,1075,1063,0,2138,0,0,2,0,2,3,4,11,7,0,3.465,6,1910,3,2,360,2,4,1,40,156,0,0,0,0,2.35,3,2.753,0,11,2009,9,5,106000
"811",811,20,4,78,10140,2,1.642,4,4,1,5,1,17,3,3,1,3,6,6,1974,1999,4,2,7,7,2,99,4,5,2,4,4,4,1,663,4,377,0,1040,2,2,2,5,1309,0,0,1309,1,0,1,1,3,1,3,5,7,1,2,2,1974,2,2,484,5,5,3,265,0,0,0,0,648,2,1,3.012,0,1,2006,9,5,181000
"812",812,120,5,37.979480952381,4438,2,1.8,4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,2,169,3,5,3,3,4,2,3,662,6,0,186,848,2,1,2,5,848,0,0,848,1,0,1,0,1,1,3,4,7,1,3,2,2004,1,2,420,5,5,3,140,0,0,0,0,0,2.383,1.88083333333333,2.747,0,6,2008,3,5,144500
"813",813,20,1,66,8712,1,1.62,4,1,1,5,2,10,3,3,1,3,5,5,1952,1952,4,2,14,15,3,0,2,5,2,4,4,1,6,0,6,0,540,540,2,5,1,1,1044,0,0,1044,0,0,1,0,2,1,2,4,7,0,4.207,3,1952,3,2,504,5,5,1,0,0,0,0,0,0,2.454,2.078,3,54,6,2010,9,3,55993
"814",814,20,4,75,9750,2,1.72,4,4,1,5,1,13,3,3,1,3,6,6,1958,1958,2,2,9,9,2,243,4,5,2,4,4,4,5,608,6,0,834,1442,2,3,2,5,1442,0,0,1442,0,0,1,1,4,1,4,7,7,0,4.162,2,1958,2,1,301,5,5,3,0,0,275,0,0,0,2.33,1.885,3,500,4,2007,1,5,157900
"815",815,50,4,45,8248,2,1,4,4,1,5,1,8,3,3,1,1,5,7,1918,1950,2,2,12,13,3,0,4,5,1,4,4,4,6,0,6,0,686,686,3,3,2,5,686,564,0,1250,0,1,1,1,3,1,2,7,7,0,3.123,6,1955,3,1,280,5,5,2,207,0,96,0,0,0,2.496,2.766,2.746,0,7,2006,9,5,116000
"816",816,20,4,48,12137,2,1.842,2,4,1,2,1,6,3,3,1,3,7,5,1998,1998,2,2,13,14,2,442,4,5,3,3,4,4,6,0,6,0,1649,1649,2,1,2,5,1661,0,0,1661,0,0,2,0,3,1,3,6,7,0,4.66233333333333,2,1998,2,2,598,5,5,3,0,34,0,0,0,0,2.294,1.732,2.926,0,5,2010,9,5,224900
"817",817,20,4,82.20575,11425,2,1.285,1,4,1,1,1,13,3,3,1,3,5,6,1954,1954,2,2,4,4,3,0,4,5,2,4,4,4,2,486,6,0,522,1008,2,3,2,5,1008,0,0,1008,0,0,1,0,2,1,4,4,7,1,3,2,1954,2,1,275,5,5,3,0,0,120,0,0,0,2.387,2.864,2.728,0,7,2006,9,5,137000
"818",818,20,4,84.8304444444444,13265,2,1.821,1,4,1,2,1,12,3,3,1,3,8,5,2002,2002,4,2,6,6,2,148,3,5,3,3,4,4,3,1218,6,0,350,1568,2,1,2,5,1689,0,0,1689,1,0,2,0,3,1,3,7,7,2,3,2,2002,2,3,857,5,5,3,150,59,0,0,0,0,2.061,1.86,2.896,0,7,2008,9,5,271000
"819",819,80,4,80,8816,2,1.363,4,4,1,5,1,5,3,3,1,8,6,7,1971,1971,2,2,7,7,2,80,4,5,2,4,4,1,3,504,6,0,506,1010,2,3,2,5,1052,0,0,1052,1,0,1,0,3,1,4,6,7,0,4.2225,2,1971,3,2,440,5,5,3,0,0,0,0,0,0,2.555,3,2.897,0,6,2010,9,5,155000
"820",820,120,4,44,6371,2,1.886,1,4,1,5,1,16,3,3,5,3,7,5,2009,2010,2,2,13,14,4,128,3,5,3,3,4,3,3,733,6,0,625,1358,2,1,2,5,1358,0,0,1358,1,0,2,0,2,1,3,6,7,1,3,2,2010,2,2,484,5,5,3,192,35,0,0,0,0,2.364,1.715,2.807,0,6,2010,7,6,224000
"821",821,60,4,72,7226,2,1.871,1,4,1,2,1,6,3,3,1,6,7,5,2003,2003,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,798,798,2,1,2,5,798,842,0,1640,0,0,2,1,3,1,3,6,7,0,3.18,2,2003,2,2,595,5,5,3,0,45,0,0,0,0,2.377,1.84183333333333,2.86,0,6,2008,9,5,183000
"822",822,20,5,60,6000,2,2,4,1,1,5,2,18,3,3,2,3,4,4,1953,1953,2,2,9,9,3,0,2,5,2,2,4,4,6,0,6,0,936,936,2,5,1,5,936,0,0,936,0,0,1,0,2,1,4,4,4,0,4.094,6,1974,3,2,576,5,5,3,0,32,112,0,0,0,2.371,2.1566,2.895,0,2,2009,9,5,93000
"823",823,60,4,80.1454666666667,12394,2,1.819,1,4,1,1,1,9,3,3,1,6,7,5,2003,2003,2,2,13,14,3,0,3,5,3,3,4,2,6,0,6,0,847,847,2,1,2,5,847,886,0,1733,0,0,2,1,3,1,3,7,7,1,3,4,2003,1,2,433,5,5,3,100,48,0,0,0,0,2.387,1.82583333333333,2.867,0,10,2007,9,4,225000
"824",824,50,4,60,9900,2,1.414,4,4,1,5,1,23,3,3,1,1,6,7,1940,1950,2,2,13,14,3,0,4,5,1,4,4,4,6,0,6,0,778,778,2,5,2,5,944,545,0,1489,0,0,2,0,3,1,4,7,7,1,3,6,1940,3,1,240,5,5,3,335,0,0,0,0,0,2.479,2,2.729,0,7,2009,9,5,139500
"825",825,20,2,81,11216,2,1.95,4,4,1,5,1,21,3,3,1,3,8,5,2006,2006,2,2,13,14,3,0,3,5,3,3,2,4,6,0,6,0,1489,1489,2,1,2,5,1489,0,0,1489,0,0,2,0,3,1,3,7,7,1,3,2,2006,2,2,776,5,5,3,0,140,0,0,0,0,2.191,1.782,2.88,0,6,2006,7,6,232600
"826",826,20,4,114,14803,2,1.809,4,4,1,5,1,16,5,5,1,3,10,5,2007,2008,4,2,6,6,2,816,1,5,3,1,4,1,3,1636,6,0,442,2078,2,1,2,5,2084,0,0,2084,1,0,2,0,2,1,1,7,7,1,3,2,2007,1,3,1220,5,5,3,188,45,0,0,0,0,2.246,2.076,2.726,0,6,2008,7,6,385000
"827",827,45,5,50,6130,2,1.166,4,4,1,5,1,4,3,3,1,2,5,6,1924,1950,2,2,9,9,3,0,4,5,1,4,4,4,1,784,6,0,0,784,2,3,2,5,784,0,0,784,1,0,1,0,2,1,3,5,7,0,3.403,5.337,1940.0535,2.901,0,0,3.647,4.359,3,0,0,116,0,0,0,2.344,2.913,2.73,0,5,2008,9,5,109500
"828",828,20,4,65,8529,2,1.912,1,4,1,5,1,20,3,3,1,3,7,5,2001,2001,2,2,13,14,3,0,3,5,3,3,4,4,3,20,6,0,1434,1454,2,1,2,5,1434,0,0,1434,0,0,2,0,3,1,3,6,7,1,5,2,2001,2,2,527,5,5,3,290,39,0,0,0,0,2.275,1.678,2.919,0,4,2009,9,5,189000
"829",829,60,4,104.131666666667,28698,2,1.728,2,3,1,2,3,5,3,3,1,6,5,5,1967,1967,1,6,10,11,3,0,4,5,3,4,2,2,4,249,1,764,0,1013,2,5,2,5,1160,966,0,2126,0,1,2,1,3,1,4,7,4,0,3.918,2,1967,1,2,538,5,5,3,486,0,0,0,225,0,2.253,1.788,2.979,0,6,2009,9,1,185000
"830",830,160,2,24,2544,2,2,4,4,1,5,1,21,3,3,4,6,7,5,2005,2005,2,2,9,9,3,0,3,5,3,3,4,4,6,0,6,0,600,600,2,1,2,5,520,623,80,1223,0,0,2,1,2,1,3,4,7,0,3.396,6,2005,2,2,480,5,5,3,0,166,0,0,0,0,2.338,1.77083333333333,2.76,0,7,2006,9,5,147400
"831",831,20,4,80,11900,2,1.69,1,4,1,1,1,13,3,3,1,3,6,5,1957,1957,2,2,7,7,2,387,4,5,2,4,4,4,5,1040,6,0,352,1392,2,5,2,1,1392,0,0,1392,1,0,1,1,3,1,4,6,7,2,3,2,1957,2,2,458,5,5,3,0,0,0,0,192,0,2.277,1.737,2.867,0,6,2008,9,5,166000
"832",832,160,2,30,3180,2,2,4,4,1,5,1,21,3,3,5,6,7,5,2005,2005,2,2,9,9,3,0,4,5,3,3,4,4,6,0,6,0,600,600,2,1,2,5,520,600,80,1200,0,0,2,1,2,1,3,4,7,0,3.411,6,2005,2,2,480,5,5,3,0,166,0,0,0,0,2.342,1.77083333333333,2.772,0,6,2006,9,5,151000
"833",833,60,4,44,9548,2,1.853,1,4,1,2,1,6,3,3,1,6,7,6,2003,2003,2,2,13,14,2,223,3,5,3,3,4,4,3,483,6,0,458,941,2,1,2,5,941,888,0,1829,1,0,2,1,3,1,3,7,7,1,5,2,2003,2,2,613,5,5,3,192,39,0,0,0,0,2.359,1.74483333333333,2.889,0,1,2010,9,5,237000
"834",834,20,4,100,10004,2,1.742,4,4,1,5,1,13,3,3,1,3,6,6,1964,1964,2,2,7,11,2,180,4,5,2,4,4,4,5,196,2,345,975,1516,2,5,2,5,1516,0,0,1516,0,0,1,1,3,1,4,6,7,0,4.102,2,1964,2,2,472,5,5,3,0,0,0,0,152,0,2.359,1.901,2.958,0,2,2009,9,5,167000
"835",835,20,4,75,7875,2,1.471,4,4,1,5,1,13,3,3,1,3,5,6,1961,1961,2,2,13,14,2,136,4,5,2,4,4,4,5,572,6,0,572,1144,2,3,2,5,1144,0,0,1144,1,0,1,0,3,1,4,6,7,0,4.299,2,1961,3,2,456,5,5,3,0,0,0,0,0,0,2.401,2,2.921,0,9,2008,9,5,139950
"836",836,20,4,60,9600,2,1.22,4,4,1,5,1,19,3,3,1,3,4,7,1950,1995,2,2,13,7,3,0,4,5,2,3,4,4,2,442,6,0,625,1067,2,5,2,5,1067,0,0,1067,0,0,2,0,2,1,3,4,4,0,3.907,2,1996,3,2,436,5,5,3,290,0,0,0,0,0,2.408,2.805,2.866,0,2,2010,9,5,128000
"837",837,30,5,90,8100,2,2,4,4,1,5,1,18,3,3,1,3,5,6,1948,1973,2,2,13,14,3,0,4,5,1,4,4,4,5,338,6,0,1221,1559,2,3,2,5,1559,0,0,1559,1,0,1,0,2,1,4,5,4,0,3.762,6,1948,3,2,812,5,5,3,0,116,230,0,0,0,2.297,2,2.887,0,6,2007,1,5,153500
"838",838,160,5,21,1680,2,1.554,4,4,1,5,1,3,3,3,4,6,6,5,1973,1973,2,2,7,7,2,158,4,5,2,4,4,4,2,330,6,0,153,483,2,5,2,5,483,504,0,987,1,0,1,1,2,1,4,5,7,0,3.63866666666667,6,1973,3,1,264,5,5,3,0,0,0,0,0,0,2.415,1.999,2.748,0,11,2008,9,5,1e+05
"839",839,20,4,75,9525,2,1.689,4,4,1,5,1,6,3,3,1,3,5,6,1995,2006,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,1099,1099,2,1,2,5,1099,0,0,1099,0,0,1,1,3,1,3,6,7,0,4.00583333333333,2,1999,3,1,352,5,5,3,278,0,0,0,0,0,2.484,1.694,2.94,0,6,2008,9,5,144000
"840",840,50,4,70,11767,2,1.09,4,4,1,5,1,8,3,3,1,1,5,6,1946,1995,2,2,9,9,3,0,4,5,2,4,4,4,2,352,6,0,416,768,2,1,2,5,768,432,0,1200,0,0,1,0,3,1,4,6,7,0,3.058,6,1946,3,1,240,5,5,3,0,0,0,0,0,0,2.444,2.905,2.716,0,5,2008,9,5,130500
"841",841,70,3,68.166,12155,2,1.324,1,4,1,5,1,23,3,3,1,6,6,8,1925,1950,2,2,14,15,3,0,4,5,1,4,4,4,2,156,6,0,516,672,2,5,1,5,810,672,0,1482,0,0,2,0,4,1,2,7,7,0,3.188,6,1934,3,1,400,5,5,2,0,0,254,0,0,0,2.338,2.47,2.675,0,3,2008,9,5,140000
"842",842,70,5,60,10440,2,1,4,4,1,5,1,18,3,3,1,6,5,8,1904,2002,2,2,9,9,3,0,4,5,3,4,4,4,6,0,6,0,650,650,2,3,2,5,958,581,0,1539,0,0,2,0,3,1,3,8,7,1,4,6,1983,3,2,686,3,5,2,70,78,68,0,0,0,2.242,2.54,2.871,0,6,2008,9,5,157500
"843",843,80,4,82,9020,2,1.583,4,4,1,5,1,13,3,3,1,8,6,7,1966,1966,2,2,7,7,2,183,4,5,2,4,4,2,5,312,1,539,276,1127,2,5,2,5,1165,0,0,1165,1,0,1,1,3,1,4,6,7,0,3.831,2,1966,2,2,490,3,3,3,0,129,0,0,0,0,2.358,1,2.991,0,5,2008,9,5,174900
